"carat","cut","color","clarity","depth","table","price","x","y","z"
0.33,"Ideal","E","SI1",62.5,55,579,4.42,4.45,2.77
1.52,"Premium","J","VS1",62.2,59,8580,7.38,7.32,4.57
0.9,"Premium","H","SI1",62.4,56,3095,6.13,6.05,3.8
0.5,"Very Good","G","VVS1",59.6,63,1887,5.11,5.16,3.06
1.08,"Ideal","G","VS1",62.4,55,7925,6.57,6.63,4.12
0.3,"Ideal","H","SI1",62.9,57,554,4.27,4.22,2.67
0.3,"Premium","E","SI2",61.7,61,540,4.33,4.29,2.66
0.81,"Premium","F","SI1",61.9,59,3043,5.97,5.95,3.69
1.08,"Good","G","VS2",58.9,58,6708,6.69,6.75,3.96
1.04,"Good","J","VS2",58.2,64,3285,6.64,6.53,3.85
0.9,"Very Good","E","VS2",62.9,57,4580,6.16,6.18,3.88
1.01,"Very Good","F","VS2",62.1,57,7098,6.38,6.43,3.98
0.41,"Very Good","E","SI1",63.3,57,969,4.75,4.73,3
0.95,"Ideal","H","SI2",59.3,59,3994,6.42,6.46,3.82
0.32,"Very Good","I","SI1",62.4,58,388,4.42,4.46,2.77
0.59,"Ideal","E","SI1",61.4,56,1789,5.39,5.36,3.3
0.51,"Premium","D","SI1",61.9,60,1642,5.15,5.12,3.18
1.21,"Ideal","H","VS2",62.6,55,7562,6.84,6.78,4.26
0.41,"Ideal","F","VVS1",62.3,56,1157,4.77,4.79,2.98
0.59,"Very Good","H","VS2",61.8,56,1552,5.37,5.41,3.33
0.31,"Good","H","VS1",57.5,60,435,4.46,4.51,2.58
0.71,"Good","F","VVS2",58.2,60,2956,5.89,5.94,3.44
0.36,"Good","G","SI1",63.3,56,537,4.5,4.53,2.86
0.7,"Very Good","H","SI2",63.4,55,2094,5.59,5.64,3.56
0.31,"Ideal","H","VS2",62.2,55,628,4.37,4.35,2.71
1.51,"Good","I","SI1",63.9,63,7233,7.17,7.2,4.59
1.17,"Premium","G","VS1",62.4,56,7564,6.81,6.75,4.23
0.3,"Premium","D","VS2",62.8,59,911,4.28,4.26,2.68
1.13,"Premium","H","VS1",58.9,58,6005,6.81,6.78,4
0.82,"Ideal","F","SI1",62.1,56,3361,6.04,6,3.74
0.42,"Ideal","G","VVS1",60.6,56,1235,4.88,4.86,2.95
1.11,"Good","H","SI1",64.2,58,4606,6.53,6.47,4.17
0.91,"Premium","H","SI1",62.2,56,3180,6.23,6.18,3.86
0.57,"Ideal","G","VS1",62.1,56,1949,5.33,5.3,3.3
0.7,"Ideal","H","SI1",60.6,57,1919,5.73,5.78,3.49
0.25,"Good","F","VS1",63.6,57,435,4.01,4.04,2.56
0.7,"Ideal","D","SI2",61.3,57,2575,5.73,5.76,3.52
0.42,"Ideal","F","VS1",61,57,1103,4.87,4.84,2.96
0.5,"Very Good","F","VS2",60.6,59,1333,5.03,5.13,3.08
1.06,"Very Good","D","SI1",59.4,57,5713,6.65,6.72,3.97
1.3,"Premium","E","SI2",61.5,59,5751,7.05,7,4.32
1.07,"Ideal","G","VS2",62.3,57,6558,6.58,6.54,4.09
1.51,"Good","I","SI1",63.8,59,6266,7.27,7.21,4.62
0.7,"Premium","F","VS2",62,56,2573,5.72,5.67,3.53
0.7,"Ideal","G","VVS2",60.8,56,3205,5.75,5.79,3.51
0.74,"Ideal","H","SI1",62.1,56,2375,5.86,5.84,3.63
2.02,"Ideal","G","VS2",62,57,18700,8.1,8.05,5.01
0.74,"Good","H","VS2",59.2,64,1989,5.79,5.66,3.4
2.01,"Premium","H","SI1",61.7,60,18188,8.06,7.96,4.94
1.1,"Ideal","F","I1",61.3,57,3690,6.68,6.62,4.08
0.71,"Ideal","G","SI1",61.4,56,3007,5.72,5.77,3.53
2.02,"Premium","I","SI2",59.4,59,14341,8.25,8.21,4.89
1.02,"Premium","F","VS2",63,60,5704,6.41,6.35,4.02
0.5,"Ideal","E","SI2",61.4,57,1240,5.14,5.09,3.14
0.39,"Ideal","G","SI1",60.5,56,866,4.77,4.79,2.89
1.2,"Ideal","I","VS2",62.6,57,4844,6.74,6.67,4.2
0.33,"Ideal","F","VS2",62.6,55,854,4.42,4.4,2.76
0.54,"Ideal","E","VS2",61.3,55,1613,5.24,5.26,3.22
0.71,"Ideal","F","VS2",62.2,56,2915,5.74,5.71,3.56
0.55,"Very Good","H","VVS1",61.1,57,1881,5.26,5.35,3.24
2.01,"Very Good","I","VS2",62.3,59,15965,8.02,8.1,5.02
1.02,"Ideal","F","SI2",62.4,57,4319,6.4,6.43,4
0.91,"Good","F","SI1",64,57,3363,6.17,6.08,3.92
2.02,"Premium","H","VS2",61.3,60,15987,8.16,8.11,4.99
1.07,"Ideal","E","SI2",62.4,60,5280,6.49,6.52,4.06
0.54,"Very Good","E","VS1",61.8,58,1889,5.23,5.28,3.25
1.28,"Ideal","H","SI1",61.8,57,7109,7.02,6.97,4.32
1.21,"Ideal","H","VS1",62.4,53,7811,6.83,6.86,4.27
0.55,"Ideal","F","VS1",61.6,57,1980,5.29,5.23,3.24
0.33,"Ideal","D","VS2",62.1,56,781,4.44,4.48,2.77
1.01,"Premium","D","SI2",59.3,59,5206,6.57,6.54,3.89
1,"Very Good","E","SI1",63.1,59,5175,6.34,6.4,4.02
1.01,"Very Good","E","VS1",62.2,56,7039,6.38,6.42,3.98
0.79,"Ideal","G","SI1",61.8,56,2831,5.93,5.91,3.66
1.02,"Good","F","SI1",63.7,61,4678,6.27,6.23,3.98
0.73,"Very Good","H","VS1",61.4,58,2557,5.75,5.85,3.56
0.45,"Premium","D","VVS1",61.5,55,1736,5.02,4.97,3.07
0.78,"Good","G","SI1",63.9,64,2386,5.82,5.7,3.68
1.23,"Good","J","SI2",63.2,57.5,4992,6.74,6.82,4.29
0.29,"Very Good","E","VS1",58.9,56,504,4.35,4.37,2.57
1.22,"Very Good","H","SI1",61.2,60,6071,6.83,6.9,4.2
1.11,"Ideal","D","SI2",61.6,55,5648,6.66,6.62,4.09
0.57,"Very Good","E","VS2",59.5,56,1826,5.45,5.47,3.25
0.45,"Ideal","G","IF",61,57,1377,4.96,5,3.04
1.2,"Ideal","D","VVS2",61.9,56,16130,6.81,6.83,4.22
0.82,"Ideal","F","SI1",62.6,56,3251,5.95,5.99,3.74
0.59,"Ideal","G","VS1",61.1,58,1916,5.39,5.41,3.3
0.56,"Ideal","G","SI1",62.5,57,1345,5.26,5.23,3.28
0.35,"Ideal","D","VS2",61.5,56,829,4.53,4.55,2.79
0.33,"Ideal","D","VS2",60.7,57,1002,4.5,4.46,2.72
0.56,"Ideal","E","SI1",62.7,57,1698,5.27,5.23,3.29
0.54,"Ideal","G","VS1",62.3,55,1847,5.24,5.2,3.25
0.7,"Premium","D","SI1",60.2,60,2822,5.82,5.75,3.48
0.25,"Very Good","E","VVS1",60,56,575,4.1,4.14,2.47
1.06,"Ideal","G","VS2",61.9,54,6890,6.54,6.58,4.06
0.34,"Ideal","D","VVS2",61.2,56,885,4.5,4.52,2.76
0.32,"Very Good","H","VS1",63.1,57,720,4.37,4.34,2.75
0.73,"Premium","J","VS1",60.2,58,2037,5.87,5.82,3.52
0.38,"Premium","D","VS2",61.5,62,1117,4.63,4.6,2.84
0.52,"Ideal","F","SI1",61.6,57,1250,5.16,5.19,3.19
1.75,"Premium","J","VS1",62.2,59,10619,7.74,7.7,4.8
0.42,"Premium","E","VS1",59.5,59,1105,4.86,4.88,2.9
0.36,"Good","D","SI1",63.1,55,663,4.54,4.59,2.88
1.2,"Very Good","H","I1",63.1,60,2850,6.75,6.67,4.23
0.31,"Ideal","F","VS2",62.8,56,802,4.32,4.28,2.7
0.24,"Very Good","E","VVS2",60.9,58,552,4.03,4.05,2.46
0.61,"Ideal","D","VVS1",62.1,56,4241,5.43,5.46,3.38
0.3,"Ideal","E","SI1",61.3,56,640,4.34,4.37,2.67
0.96,"Premium","E","SI1",60,60,4864,6.44,6.39,3.85
0.56,"Very Good","F","VS1",62,59,1712,5.3,5.34,3.3
1.55,"Ideal","E","SI1",62.3,56,12646,7.43,7.37,4.61
0.35,"Ideal","I","VS1",61.6,56,552,4.54,4.58,2.81
1.52,"Very Good","D","SI1",60.6,57.8,14295,7.4,7.46,4.51
1.11,"Very Good","E","SI2",62.8,55,4914,6.6,6.62,4.15
0.81,"Fair","F","SI2",65.7,57,2031,5.8,5.75,3.79
0.71,"Very Good","G","SI1",63.2,58,2137,5.58,5.68,3.56
1.34,"Premium","G","SI2",62.2,56,6581,7.08,7,4.38
0.4,"Very Good","G","VS1",61.8,58,822,4.69,4.72,2.91
1.01,"Premium","D","SI1",62.8,60,5939,6.42,6.36,4.01
1,"Ideal","I","VS2",62.6,54,3858,6.39,6.35,3.99
0.37,"Ideal","E","VVS2",62.2,56,1082,4.63,4.6,2.87
1.66,"Premium","E","SI2",62.6,58,10553,7.53,7.48,4.7
1,"Premium","J","VS2",60.3,58,3790,6.49,6.44,3.9
1,"Ideal","G","SI1",62,57,4956,6.39,6.32,3.94
0.9,"Good","G","SI1",63.2,59,3734,6.05,6.1,3.84
0.33,"Very Good","E","SI1",60.3,60,579,4.47,4.49,2.7
0.23,"Good","F","VS1",63.2,58,376,3.86,3.89,2.45
1.51,"Premium","F","VS1",62.7,59,13134,7.31,7.23,4.56
0.37,"Very Good","E","VS2",64,55,728,4.52,4.57,2.91
0.91,"Ideal","G","SI2",62.7,57,3557,6.15,6.19,3.87
0.28,"Very Good","G","VS2",61.3,57,492,4.21,4.24,2.59
1.02,"Premium","G","VVS2",62.2,60,7741,6.43,6.39,3.99
0.56,"Ideal","D","IF",60.8,58,4632,5.35,5.31,3.24
0.27,"Very Good","E","VVS2",58.6,61,575,4.27,4.3,2.51
0.7,"Fair","F","SI2",64.8,57,1792,5.65,5.59,3.64
0.7,"Ideal","I","VVS1",61.8,56,2492,5.72,5.74,3.54
0.32,"Ideal","E","VVS2",61.3,55,1010,4.41,4.43,2.71
0.51,"Premium","G","SI1",61.4,58,1071,5.17,5.14,3.16
0.52,"Premium","D","SI1",61.4,58,1600,5.16,5.19,3.18
1.24,"Ideal","H","VVS2",62,56,8069,6.92,6.86,4.27
1.01,"Very Good","H","VS2",61,63,4959,6.38,6.41,3.9
0.5,"Ideal","D","VS1",61,56,1893,5.13,5.17,3.14
0.51,"Ideal","E","VS1",61.4,56,2233,5.14,5.16,3.16
1.78,"Premium","H","SI2",61,61,10666,7.88,7.82,4.79
1.02,"Very Good","E","SI2",59.6,59,4398,6.54,6.59,3.91
0.5,"Ideal","D","VS2",61.9,59,1712,5.07,5.1,3.15
1.55,"Ideal","I","VS2",61.8,55,11574,7.4,7.44,4.58
0.32,"Ideal","I","VS2",62.5,57,576,4.39,4.35,2.73
0.43,"Ideal","F","IF",62,56,1580,4.87,4.84,3.01
0.42,"Premium","G","VS1",60.8,59,984,4.85,4.79,2.93
1.23,"Premium","F","VS1",61.3,60,9319,6.9,6.94,4.24
0.36,"Ideal","H","VS2",62.1,55,568,4.57,4.61,2.85
0.59,"Ideal","G","VS2",61.9,57,2336,5.41,5.38,3.34
1.52,"Ideal","F","SI2",61.2,57,9057,7.45,7.39,4.54
1.02,"Very Good","F","SI1",60.9,57,5287,6.52,6.56,3.98
0.4,"Very Good","D","SI1",60,56,708,4.82,4.85,2.9
1.01,"Very Good","G","VS1",63.1,59,5294,6.32,6.23,3.96
2.05,"Premium","H","VS2",61.8,60,18318,8.19,8.14,5.05
1.51,"Ideal","I","SI1",61.8,56,10232,7.37,7.34,4.55
0.55,"Premium","E","VS2",61.5,56,1881,5.28,5.25,3.24
0.4,"Ideal","G","SI1",61.3,56,701,4.73,4.76,2.91
1,"Very Good","F","SI2",63.5,55,3858,6.37,6.32,4.03
0.92,"Good","H","VS1",62.3,63,4116,6.18,6.3,3.88
1.01,"Premium","E","VS2",59.3,59,5882,6.59,6.54,3.89
1.01,"Premium","D","VVS2",60.2,58,10147,6.57,6.51,3.94
0.51,"Very Good","J","VS2",62.5,56,1047,5.08,5.12,3.19
0.7,"Ideal","G","VS2",62.1,55,2371,5.63,5.61,3.49
0.41,"Ideal","G","VS2",62.4,55,1061,4.76,4.73,2.96
1,"Fair","G","SI2",68.3,54,3142,6.21,6.12,4.2
0.71,"Good","J","VS2",60.6,61,1922,5.7,5.79,3.48
1.05,"Ideal","G","SI2",62.3,56,4561,6.52,6.58,4.08
0.38,"Ideal","D","VVS1",60.3,56,1867,4.72,4.74,2.85
0.52,"Ideal","F","VS2",61.8,55.4,1620,5.13,5.17,3.18
0.79,"Ideal","E","VS2",59.3,57,3377,6.02,6.06,3.58
0.26,"Very Good","E","VVS2",62.6,58,597,4.07,4.11,2.56
0.3,"Premium","D","SI2",61.2,57,574,4.33,4.3,2.64
0.32,"Ideal","G","VVS1",62.2,53,814,4.42,4.45,2.76
0.34,"Ideal","E","VVS1",62.2,56,1014,4.45,4.49,2.78
0.9,"Good","G","SI2",63.6,57,3060,6.1,6.04,3.86
0.71,"Ideal","G","SI2",62.3,56,2266,5.68,5.72,3.55
0.82,"Premium","F","SI2",59.5,62,2688,6.13,6.08,3.63
0.28,"Ideal","F","VVS2",62.6,54,787,4.21,4.22,2.64
0.32,"Premium","E","VS2",61.3,59,900,4.39,4.35,2.68
0.43,"Premium","D","VS2",59.7,59,901,4.89,4.93,2.93
0.5,"Premium","E","VS2",61.8,59,1420,5.07,5.02,3.12
0.3,"Ideal","D","VS2",61.5,55,911,4.35,4.3,2.66
2.5,"Good","J","VS2",62,58,18325,8.63,8.6,5.34
0.32,"Premium","H","VVS1",61.5,59,730,4.37,4.41,2.7
0.9,"Premium","J","SI2",62.7,57,2717,6.09,6.06,3.8
0.42,"Premium","F","SI1",60.6,61,926,4.87,4.83,2.94
0.23,"Very Good","F","VVS2",60,57,530,4,4.04,2.41
0.7,"Ideal","I","SI1",61.2,55,2343,5.71,5.76,3.51
0.61,"Ideal","F","SI2",61.3,55,1424,5.47,5.55,3.38
0.76,"Premium","E","SI1",61.8,58,2789,5.82,5.86,3.61
1.02,"Good","G","VS1",64.3,57,6059,6.34,6.28,4.06
0.25,"Good","H","VVS1",60.6,64,401,4.05,4.07,2.46
0.34,"Ideal","D","VS1",60.3,57,914,4.52,4.55,2.73
0.24,"Ideal","G","IF",61.8,55,559,3.99,4.02,2.47
1.6,"Premium","D","SI2",61.9,58,10064,7.54,7.49,4.65
0.35,"Ideal","E","VS2",61.7,55,984,4.57,4.54,2.81
0.39,"Premium","G","VS2",60.9,59,1009,4.74,4.69,2.87
0.32,"Very Good","H","VVS2",60.2,60,645,4.45,4.48,2.69
1.01,"Good","G","SI2",63.7,58,3923,6.35,6.31,4.03
1.01,"Ideal","F","SI2",62.7,57,4017,6.43,6.37,4.01
0.36,"Ideal","E","VS1",62,56,852,4.57,4.59,2.84
0.34,"Ideal","D","VS1",62.6,56,749,4.49,4.52,2.82
0.71,"Ideal","E","VS1",62.4,54,2923,5.71,5.74,3.57
0.3,"Premium","H","IF",60.4,60,789,4.3,4.34,2.61
0.4,"Ideal","G","VVS1",61.2,56,1200,4.79,4.75,2.92
0.54,"Ideal","F","SI1",62.1,57,1385,5.22,5.24,3.25
0.4,"Ideal","E","VVS1",62.8,57,1397,4.71,4.65,2.94
0.52,"Ideal","E","SI1",61.4,57,1429,5.18,5.15,3.17
0.32,"Good","I","VS1",63.2,54,505,4.38,4.42,2.78
0.44,"Premium","H","VS2",61.3,58,1040,4.91,4.88,3
0.78,"Very Good","F","SI2",63,57,2515,5.85,5.9,3.7
0.81,"Premium","G","VS1",62.1,58,3311,5.96,5.92,3.69
0.41,"Very Good","H","VVS2",63.1,58,847,4.71,4.74,2.98
1.25,"Ideal","G","SI1",62.5,54,6580,6.88,6.85,4.29
0.51,"Ideal","G","VVS2",62.7,55,1976,5.08,5.1,3.19
1.05,"Ideal","G","SI1",61.9,56,5361,6.51,6.55,4.04
1,"Ideal","H","SI1",61.4,55,4676,6.49,6.44,3.97
2.22,"Premium","J","VS1",60,60,18706,8.49,8.43,5.08
0.5,"Ideal","G","VVS2",62.3,56,1935,5.09,5.05,3.16
0.5,"Ideal","F","VS2",60.9,57,1749,5.14,5.16,3.14
0.51,"Premium","D","SI1",59.9,61,1574,5.18,5.14,3.09
0.5,"Premium","I","SI2",59.8,56,900,5.23,5.18,3.11
2.01,"Premium","J","SI1",60.3,56,11188,8.02,7.96,4.82
0.54,"Good","D","SI1",63.7,57,1263,5.22,5.14,3.3
0.9,"Good","G","VVS2",62.6,58,4668,6.1,6.13,3.83
0.9,"Very Good","D","SI1",60.6,59,5040,6.23,6.28,3.79
0.3,"Ideal","H","SI1",62.4,52.8,475,4.28,4.33,2.69
1.66,"Good","F","I1",62.1,57.7,6025,7.56,7.6,4.71
0.5,"Very Good","F","VVS2",61.8,56,2052,5.11,5.15,3.17
2.03,"Very Good","I","SI1",62.2,59,16693,8.03,8.09,5.01
0.7,"Ideal","F","SI1",61.3,57,2700,5.75,5.71,3.51
0.34,"Ideal","D","VS2",62.3,55,805,4.45,4.48,2.78
0.3,"Ideal","F","VVS1",61.9,57,868,4.3,4.33,2.67
0.73,"Very Good","H","VS2",61.3,60,2430,5.72,5.79,3.53
0.75,"Premium","H","SI2",62.3,57,2234,5.79,5.73,3.59
1.03,"Very Good","H","SI2",63.1,56,3288,6.43,6.38,4.04
0.84,"Good","G","VS1",63.6,57,3316,5.98,5.93,3.79
1.11,"Very Good","F","VS1",62.1,58,8233,6.63,6.7,4.14
1.06,"Premium","F","SI1",61,58,5236,6.65,6.6,4.04
0.31,"Very Good","G","IF",61.6,55,924,4.38,4.42,2.71
0.7,"Good","E","VS2",64.2,60,2415,5.64,5.58,3.6
1.51,"Very Good","H","VS2",60.9,54,11077,7.38,7.41,4.5
0.74,"Very Good","G","SI1",62.2,59,2762,5.73,5.82,3.59
1.54,"Premium","H","SI1",62.2,58,10466,7.45,7.32,4.59
0.32,"Very Good","G","VS2",62.4,59,561,4.33,4.36,2.71
0.51,"Good","J","SI1",63.9,55,1071,5.01,4.97,3.19
1.1,"Ideal","G","SI2",62.6,56,5535,6.64,6.58,4.14
0.33,"Ideal","F","VVS2",61.3,56,810,4.44,4.46,2.73
0.92,"Premium","H","SI1",60.7,59,3165,6.34,6.25,3.82
0.42,"Ideal","G","VVS1",61.1,56,1235,4.84,4.82,2.95
0.5,"Very Good","G","VVS2",62.8,57,1764,5.05,5.07,3.18
0.32,"Ideal","I","VS2",63,56,576,4.42,4.38,2.77
0.52,"Ideal","G","SI1",60,56,1346,5.24,5.27,3.15
0.57,"Premium","G","VS2",62.1,57,1728,5.3,5.27,3.28
1.13,"Premium","G","SI1",60.9,60,5376,6.76,6.67,4.09
0.41,"Ideal","G","VVS2",62.2,56,1007,4.75,4.8,2.97
0.49,"Good","F","VS1",59.2,60.9,1294,5.08,5.18,3.04
1.06,"Ideal","H","SI1",61.4,55,5194,6.62,6.58,4.05
0.32,"Premium","E","VS2",61.6,59,768,4.43,4.4,2.72
1.09,"Ideal","F","SI1",62,56,5922,6.61,6.59,4.09
1.05,"Premium","E","SI1",61.8,56,5821,6.57,6.5,4.04
1.01,"Good","F","SI1",63.6,58,4355,6.36,6.28,4.02
0.7,"Ideal","E","SI1",60.6,57,2614,5.76,5.79,3.5
0.7,"Ideal","F","VS2",62,56,2671,5.71,5.74,3.55
0.32,"Ideal","F","VS1",61.9,56,702,4.36,4.4,2.71
1.75,"Ideal","I","VS2",61.6,55,12531,7.72,7.77,4.77
0.31,"Ideal","H","VVS2",62.2,55,802,4.36,4.35,2.71
1.01,"Very Good","F","SI1",60.8,59,4869,6.49,6.53,3.96
1.53,"Very Good","H","VS1",59.5,63,10076,7.51,7.44,4.45
1.08,"Premium","H","SI1",62.6,56,4826,6.58,6.52,4.1
0.32,"Premium","H","VS1",60.2,58,720,4.47,4.43,2.68
0.91,"Very Good","E","SI2",62.9,56,3763,6.14,6.17,3.87
0.35,"Ideal","G","IF",61.3,55,1001,4.57,4.6,2.81
0.31,"Premium","F","VS2",60.7,61,749,4.4,4.36,2.66
0.33,"Premium","I","VS2",62,60,594,4.46,4.41,2.75
1.5,"Good","H","SI2",64,61,5208,7.18,7.14,4.58
1.35,"Very Good","I","VS2",61.7,59,6884,7.05,7.09,4.36
0.7,"Very Good","H","VS2",60,55,2287,5.73,5.77,3.45
1,"Very Good","J","SI2",63.2,62,3293,6.32,6.27,3.98
0.53,"Ideal","G","SI1",62.4,55,1329,5.21,5.18,3.24
1.21,"Very Good","D","SI2",62.3,59,6125,6.74,6.78,4.21
0.75,"Ideal","H","VVS2",62,55.1,2992,5.83,5.85,3.62
1.01,"Fair","E","SI2",64.7,55,4118,6.37,6.3,4.1
1.01,"Premium","D","VVS2",62.4,60,10407,6.36,6.31,3.95
0.35,"Premium","E","VS2",60.9,59,767,4.54,4.56,2.77
0.71,"Very Good","H","SI1",62.9,58,2246,5.62,5.66,3.55
0.34,"Ideal","E","VVS1",61.9,56,1084,4.51,4.47,2.78
0.89,"Ideal","F","SI1",62.1,55,4127,6.15,6.18,3.83
0.55,"Premium","G","VS2",60.3,62,1556,5.33,5.29,3.2
0.31,"Ideal","F","SI1",60.5,57,516,4.4,4.43,2.67
0.3,"Ideal","I","VVS2",63,57,765,4.27,4.24,2.68
2.09,"Premium","I","SI2",60.1,59,10042,8.34,8.3,5
0.75,"Premium","D","SI1",58.9,60,3105,5.99,5.97,3.52
0.5,"Premium","E","VS2",61.3,56,1629,5.16,5.11,3.15
0.5,"Ideal","E","SI1",61.2,56,1555,5.12,5.15,3.14
0.3,"Ideal","F","SI1",62,55.1,499,4.29,4.32,2.67
0.31,"Ideal","E","VVS1",60.2,61,865,4.4,4.43,2.66
0.7,"Ideal","I","VS1",61.5,56,2490,5.73,5.76,3.53
1.71,"Very Good","J","VS2",62.6,55,9170,7.58,7.65,4.77
0.37,"Ideal","E","VS1",61.4,55,1087,4.62,4.66,2.85
0.28,"Ideal","E","VVS2",62.1,56,646,4.19,4.21,2.61
0.53,"Very Good","G","SI1",61.6,57,1336,5.18,5.21,3.2
0.24,"Very Good","E","VVS2",62.4,54,608,3.96,3.99,2.48
0.61,"Ideal","F","VS2",61.5,54,2306,5.48,5.51,3.38
0.78,"Very Good","E","SI1",59.8,57,3385,5.98,6.02,3.59
1.31,"Ideal","F","SI2",62.7,57,6676,7.05,6.98,4.4
0.34,"Ideal","I","VS1",62.6,56,537,4.44,4.47,2.79
1.14,"Ideal","G","VS2",61.5,57,7042,6.68,6.72,4.12
1.29,"Ideal","H","VS1",61.8,56,9273,6.97,7.02,4.32
0.3,"Premium","F","SI2",62.3,58,506,4.32,4.28,2.68
0.3,"Ideal","E","VS1",62,53,673,4.31,4.33,2.68
2.02,"Good","J","SI1",63.5,60,12798,7.93,7.98,5.05
0.34,"Ideal","G","SI1",61.2,57,507,4.53,4.56,2.78
0.72,"Premium","G","VS1",61.7,59,2685,5.71,5.66,3.51
2.03,"Very Good","I","SI2",62.8,60,13063,7.99,8.05,5.04
2.14,"Premium","I","SI2",62.1,58,12970,8.31,8.23,5.13
0.58,"Ideal","E","VS2",62.3,54,1809,5.43,5.39,3.37
2.01,"Ideal","F","SI2",61.3,60,17798,8.05,8.1,4.95
1.11,"Ideal","E","VVS2",62.9,55,11074,6.56,6.62,4.14
1.21,"Very Good","G","SI2",62.8,60,5558,6.7,6.77,4.23
0.3,"Premium","D","VS2",60.9,58,710,4.32,4.35,2.64
1.03,"Very Good","J","VS1",63.4,58,4292,6.36,6.42,4.05
0.32,"Ideal","E","VVS2",61.2,56,816,4.39,4.43,2.7
0.7,"Very Good","J","SI1",58.4,62,1836,5.85,5.87,3.42
0.7,"Premium","G","VS1",61.4,59,2512,5.59,5.74,3.51
2.02,"Ideal","H","VS2",61.6,56,18050,8.17,8.12,5.02
1.2,"Premium","F","VS2",60.1,57,7865,6.82,6.76,4.08
1.01,"Ideal","D","VVS2",61.5,57,11015,6.43,6.48,3.97
1.95,"Very Good","H","SI1",62.9,58,14603,7.86,7.94,4.97
1,"Good","F","SI2",56.7,60,3858,6.62,6.58,3.74
0.5,"Good","E","VVS2",64.8,58,1917,4.97,5,3.23
0.31,"Good","F","VS2",63.4,56,625,4.31,4.34,2.74
1,"Good","G","SI1",62.5,62,4466,6.32,6.36,3.96
0.34,"Ideal","F","VS2",61,57,686,4.48,4.5,2.74
1.05,"Premium","F","VS2",62.3,59,7244,6.5,6.46,4.04
0.4,"Premium","D","SI1",61.1,58,772,4.74,4.75,2.9
1,"Very Good","F","SI2",62.6,58,4081,6.31,6.37,3.97
