"0.54,""Very;""Good""""","H""""","VVS1""""",62,57,1846,5.2,5.25,"3.24"""
"1.01,""Premium"",""H"",""I1"",58.4,60,2206,6.53,6.48,3.8;",,,,,,,,
"0.43,""Very;""Good""""","G""""","VS1""""",58.4,60,817,4.95,4.98,"2.9"""
"0.5,""Ideal"",""D"",""VS2"",62.5,54,1845,5.09,5.05,3.17;",,,,,,,,
"1.54,""Premium"",""F"",""SI1"",60.9,59,11790,7.46,7.56,4.57;",,,,,,,,
"0.4,""Ideal"",""G"",""VVS1"",60.8,57,1097,4.78,4.81,2.91;",,,,,,,,
"1.1,""Ideal"",""H"",""SI1"",62,57,5370,6.66,6.7,4.14;",,,,,,,,
"0.3,""Ideal"",""J"",""VVS2"",62.3,58,439,4.26,4.28,2.66;",,,,,,,,
"0.32,""Premium"",""I"",""SI1"",62.8,58,554,4.39,4.34,2.74;",,,,,,,,
"0.9,""Very;""Good""""","G""""","VS2""""",62.4,60,4182,6.07,6.11,"3.8"""
"0.43,""Ideal"",""F"",""SI2"",60.7,57,742,4.88,4.91,2.97;",,,,,,,,
"0.7,""Fair"",""I"",""SI1"",65,56,1720,5.6,5.5,3.61;",,,,,,,,
"0.71,""Very;""Good""""","E""""","VS2""""",62.5,58,3344,5.69,5.73,"3.57"""
"0.51,""Ideal"",""D"",""VS1"",61.6,57,2066,5.16,5.13,3.17;",,,,,,,,
"0.73,""Premium"",""E"",""VS1"",62.6,60,2876,5.68,5.75,3.58;",,,,,,,,
"0.7,""Ideal"",""E"",""VVS2"",62.8,56,3238,5.68,5.6,3.54;",,,,,,,,
"0.61,""Premium"",""F"",""VS2"",59.6,61,2075,5.58,5.5,3.3;",,,,,,,,
"0.51,""Very;""Good""""","F""""","VVS1""""",62.6,57,2223,5.06,5.1,"3.18"""
"2.04,""Ideal"",""J"",""SI1"",59.1,59,12554,8.29,8.24,4.88;",,,,,,,,
"0.33,""Ideal"",""D"",""VS2"",62.1,56,781,4.44,4.48,2.77;",,,,,,,,
"0.54,""Ideal"",""G"",""VVS1"",62.2,56,2123,5.2,5.22,3.24;",,,,,,,,
"0.8,""Ideal"",""H"",""VS2"",60.6,56,3153,6.03,6.08,3.67;",,,,,,,,
"0.57,""Premium"",""H"",""VS2"",60.1,61,1414,5.4,5.29,3.21;",,,,,,,,
"1.36,""Premium"",""H"",""VS2"",61.9,58,8877,7.15,7.09,4.41;",,,,,,,,
"0.31,""Ideal"",""H"",""IF"",60.8,56,1081,4.42,4.4,2.68;",,,,,,,,
"1.01,""Premium"",""D"",""SI1"",61.7,59,5210,6.4,6.43,3.96;",,,,,,,,
"0.58,""Premium"",""H"",""VS2"",59.7,59,1439,5.42,5.33,3.21;",,,,,,,,
"0.52,""Very;""Good""""","H""""","VS2""""",63.5,58,1385,5.12,5.11,"3.25"""
"2,""Premium"",""I"",""VS2"",60.7,60,16544,8.02,8.07,4.88;",,,,,,,,
"0.3,""Very;""Good""""","E""""","VS2""""",62.8,59,658,4.24,4.26,"2.67"""
"1,""Ideal"",""J"",""VS2"",62.4,54,4539,6.4,6.46,4.01;",,,,,,,,
"0.26,""Ideal"",""G"",""VVS2"",62.3,56,545,4.07,4.1,2.54;",,,,,,,,
"0.9,""Ideal"",""I"",""VS2"",61.5,58,3629,6.19,6.23,3.82;",,,,,,,,
"0.42,""Very;""Good""""","F""""","SI2""""",61.5,59,710,4.81,4.85,"2.97"""
"1.06,""Ideal"",""I"",""SI2"",61.4,57,3777,6.57,6.63,4.05;",,,,,,,,
"1,""Premium"",""D"",""SI1"",60.3,59,5880,6.47,6.44,3.89;",,,,,,,,
"1.01,""Premium"",""E"",""VS1"",60.8,59,7964,6.46,6.42,3.92;",,,,,,,,
"0.28,""Very;""Good""""","E""""","VVS1""""",61.9,59,642,4.16,4.21,"2.59"""
"0.72,""Very;""Good""""","G""""","VS1""""",60.5,57,2919,5.8,5.83,"3.52"""
"0.56,""Premium"",""D"",""SI1"",60.8,60,1814,5.31,5.29,3.22;",,,,,,,,
"0.42,""Ideal"",""D"",""SI1"",61.9,56,1040,4.84,4.82,2.99;",,,,,,,,
"1.01,""Very;""Good""""","E""""","VS2""""",59.3,59,5760,6.5,6.56,"3.87"""
"0.27,""Very;""Good""""","G""""","VVS2""""",61.9,57,442,4.12,4.15,"2.56"""
"0.56,""Good"",""E"",""VS1"",59.8,61,1951,5.35,5.36,3.2;",,,,,,,,
"0.71,""Premium"",""G"",""VS1"",60.8,59,2686,5.76,5.72,3.49;",,,,,,,,
"1.03,""Premium"",""F"",""SI1"",62.2,59,4942,6.45,6.41,4;",,,,,,,,
"0.72,""Very;""Good""""","H""""","SI1""""",61.5,56,2277,5.77,5.8,"3.56"""
"1.03,""Very;""Good""""","G""""","SI2""""",63,57,4315,6.4,6.42,"4.04"""
"0.41,""Ideal"",""D"",""SI2"",62.6,57,841,4.77,4.72,2.97;",,,,,,,,
"0.33,""Ideal"",""F"",""VVS1"",61.9,54,880,4.42,4.46,2.75;",,,,,,,,
"0.57,""Ideal"",""E"",""VS2"",61.6,56,1728,5.34,5.38,3.3;",,,,,,,,
"0.4,""Ideal"",""J"",""IF"",62.4,56,1063,4.74,4.71,2.95;",,,,,,,,
"1.02,""Very;""Good""""","E""""","SI2""""",63.3,59,4478,6.42,6.32,"4.03"""
"0.75,""Ideal"",""E"",""VS1"",62.5,57,3555,5.8,5.85,3.64;",,,,,,,,
"0.7,""Ideal"",""D"",""SI1"",61,59,2804,5.68,5.7,3.47;",,,,,,,,
"0.31,""Ideal"",""I"",""VS2"",61.6,55,452,4.37,4.4,2.7;",,,,,,,,
"0.9,""Ideal"",""D"",""SI1"",62.5,57,4579,6.12,6.2,3.85;",,,,,,,,
"0.37,""Ideal"",""F"",""VVS2"",61.6,57,920,4.59,4.63,2.84;",,,,,,,,
"0.72,""Very;""Good""""","G""""","SI2""""",63.3,58,2246,5.72,5.68,"3.61"""
"1.5,""Very;""Good""""","I""""","VS2""""",58.2,60,9118,7.5,7.58,"4.39"""
"0.53,""Ideal"",""D"",""VS2"",62.6,56,1857,5.14,5.18,3.23;",,,,,,,,
"0.47,""Very;""Good""""","G""""","VVS1""""",60.6,55,1780,5.05,5.09,"3.07"""
"0.33,""Ideal"",""F"",""VVS2"",62.4,56,832,4.41,4.43,2.76;",,,,,,,,
"0.4,""Ideal"",""E"",""VVS2"",61.5,55,1056,4.79,4.77,2.94;",,,,,,,,
"1.24,""Premium"",""I"",""SI1"",60.4,58,5555,7.02,6.95,4.22;",,,,,,,,
"0.63,""Premium"",""F"",""SI2"",60.3,61,1351,5.55,5.5,3.33;",,,,,,,,
"0.53,""Premium"",""E"",""VS2"",59.9,61,1946,5.3,5.25,3.16;",,,,,,,,
"0.31,""Premium"",""F"",""IF"",61.6,58,874,4.33,4.37,2.68;",,,,,,,,
"1,""Good"",""E"",""SI1"",59.8,65,4213,6.56,6.45,3.89;",,,,,,,,
